Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,Job_Desception,skills
Process Developer - OTC Cash Apps-CPG038895,Genpact,Gurugram,On-site,10001,"1,30,023",36,Information Technology & Services ,Entry level,Full-time,"Posts/applies cash payments to customer accounts for different payment modes- Wire/EFT/Check Lockboxes', 'Reviews exception logs, investigates, and follows-up as appropriate', 'Weekly communication with client on process exceptions/challenges', 'Reconciles customer payments - reviews discrepancies from automatic reconciliation and makes manual adjustments as appropriate', 'Able to identify auto cash failure reason and perform analysis to improve the same', 'Independently handle all queries received in mailbox related to Cash Apps process', 'Research on unapplied Cash and follow up with Collection team for the remittances', 'Identify process improvement opportunities and drive implementation (Lean and Six Sigma projects)', 'Graduate in Commerce (B.Com)', 'Relevant work experience in Cash application (Order to cash)', 'Very Good Written and Verbal Interpersonal skills', 'Proficient in MS Office applications, especially in MS excel', 'SAP knowledge and experience in generating reports from SAP would be an added advantage'",Cash Application Commerce Communication Order to Cash Process Improvement Remittances SAP Products Statutory Accounting Principles (SAP) 
Process Associate - Invoice to Cash-BFS025385,Genpact,Gurugram,On-site,10001,"1,30,023",200,Information Technology & Services ,Entry level,Full-time,"Making collection calls to the customers, emailing/faxing invoices or getting hard copies mailed out to customers as per their requests.', 'Identify and rectify unidentified cash and manage end to end process of Cash applications.', 'Process cash application functions to invoices at assigned sites ensuring the DRR (Daily Receipt Reconciliation) is completed in a timely, accurate, and confidential manner.', 'Follow up on customer/internal disputes, customer questions and working between departments to get a resolution.', 'Reconcile orders to match customer books, including validating credits or debits and sending them to customer for collection or refund', 'Graduate in Commerce (B.Com)', 'Freshers are eligible', 'Strong English language skills (verbal and written)', 'Meaningful Experience', 'Strong Interpersonal Skills (verbal and written)', 'Significant experience in Accounts Receivable/Order to Cash'",Accounts Receivable (AR) Business Process Outsourcing (BPO) Cash Application Commerce Communication Dispute Resolution English Interpersonal Skills Order to Cash Process Excellence 
Process Associate - Invoice To Cash-INS016996,Genpact,Noida,On-site,10001,"1,30,023",178,Information Technology & Services ,Entry level,Full-time,,Accounts Receivable (AR) Business Process Outsourcing (BPO) Cash Application Commerce Communication Dispute Resolution English Order to Cash Process Excellence Service-Level Agreements (SLA) 
Credit Collections Associate,The Knot Worldwide,Gurgaon,On-site,5000,"1,921",5,Computer Software ,Entry level,Full-time,,Accounts Receivable (AR) Adaptation Billing Process Cash Collection Client Services Credit Control Credit Management Customer Experience Debt Collection Inbound Marketing 
"Specialist, Talent Acquisition - Campus Recruitment",Mastercard,Pune,Hybrid,10001,"31,427",200,Information Technology & Services ,Associate,Full-time,,Email Distribution Interpersonal Skills Onboarding Spreadsheets 
Senior Executive,Johnson Controls,Gurugram,On-site,10001,"64,341",200,Mechanical Or Industrial Engineering ,Mid-Senior level,Full-time,"Prior experience in Customer Service process is desirable', 'Should have prior experience in Inbound/Outbound Process', 'Work experience in Collection/O2C process', 'Good Communication Skills', 'Should be willing to work in Inbound/Outbound Process', 'Should be willing to work in Night Shifts'",Communication Inbound Marketing Management Information Systems (MIS) 
Management Trainee - ITC (Collections)-HEA007571,Genpact,Gurugram,On-site,10001,"1,30,023",138,Information Technology & Services ,Associate,Full-time,,Analytical Skills Communication Customer Service Dispute Resolution Order to Cash Problem Solving 
Analyst - Credit Controller,Sophos,Ahmedabad,Remote,5000,"4,529",200,Computer Software ,Entry level,Full-time,,Cash Application Cash Collection Cash Flow Forecasting Communication Credit Analysis Credit Control Debt Collection Financial Statement Analysis Interpersonal Skills Statutory Accounting Principles (SAP) 
Relationship Manager - Business Banking,ICICI Bank,Andhra Pradesh,On-site,10001,"1,44,210",200,Banking ,Mid-Senior level,Full-time,"Structuring and implementing innovative deals in working capital, term loan and non-credit solutions such as forex, current account offerings, payment and collection solutions', '', '', '', '', '', '', '', ''",BFSI Banking Business Relationship Management Cross-Selling Customer Relationship Management (CRM) Finance Financial Services Market Analysis Retail Banking Sales Processes 
Data Researcher I (Diversity),S&P Global,Gurgaon,On-site,10001,"31,726",200,Financial Services ,Entry level,Full-time,,Commerce Communication Computer Literacy Data Processing Databases Online Research Polymerase Chain Reaction (PCR) Skilled Multi-tasker Statistics WSE 
Process Associate - Invoice To Cash(PASC)-INS016988,Genpact,Noida,On-site,10001,"1,30,023",173,Information Technology & Services ,Entry level,Full-time,,Accounts Receivable (AR) Business Process Outsourcing (BPO) Cash Application Commerce Communication Dispute Resolution English Order to Cash Process Excellence Service-Level Agreements (SLA) 
Process Associate-BFS024349,Genpact,Jaipur,On-site,10001,"1,30,023",200,Information Technology & Services ,Entry level,Full-time,"Premium application, reinstatement, renewal of payment received from policy holders', 'Backdate and cancellation of polices in case of payment made by policy holder get bounce', 'Respond to email /phone queries related to disputed cases', 'Research and analyze the disputes/deductions in ERP', 'Follow-up with various departments to get supporting documents/ info for dispute/deductions /resolution', 'See opportunities and recommend solutions for process and automation improvements', 'Daily reporting of individual portfolios to track and monitor the past dues and pending items', 'Implement strategy to reduce turnaround time on Research and resolving issues in a manner to expedite all cases in order to avoid any adverse customer impact', 'Work as a teammate to process any adhoc request in a timely manner.', 'Deliver quality customer service by researching and responding to all internal & external partners inquiries quickly, effectively and professionally.', 'Call out problems to senior staff members and or management as appropriate.', 'B.Com', 'Freshers are eligible', 'Excellent English interpersonal skills', 'Prior cash application experience!', 'MS Excel knowledge'",Business Process Outsourcing (BPO) Cash Application Communication Customer Service Daily Reports Dispute Resolution Interpersonal Skills Process Excellence Resolving Issues TeamMate 
Process Developer - OTC-LIF011029,Genpact,Noida,On-site,10001,"1,30,023",53,Information Technology & Services ,Entry level,Full-time,,Cash Application Customer Service Daily Reports Enterprise Resource Planning (ERP) Resolving Issues 
Research Analyst,S&P Global,Gurgaon,On-site,10001,"31,726",200,Financial Services ,Entry level,Full-time,,Analytics Communication Critical Thinking Data Analytics Data Science Data Visualization 
